POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
11;4;Classified;17;33:04.877;+14.202;+0.426;12;1:47.037;145.1;MP Motorsport;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Ean;EYCKMANS;;;BEL;;;;;;;
12;5;Classified;17;33:04.931;+14.256;+0.054;14;1:47.436;144.5;Campos Racing;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Miguel;COSTA;;;BRA;;;;;;;
13;10;Classified;17;33:05.319;+14.644;+0.388;15;1:47.371;144.6;KCL MP Motorsport;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Niklas;SCHAUFLER;;;AUT;SCF;;;;;;
14;2;Classified;17;33:05.827;+15.152;+0.508;15;1:46.945;145.2;Campos Racing;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Vivek;KANTHAN;;;USA;;;;;;;
15;37;Classified;17;33:07.798;+17.123;+1.971;15;1:47.333;144.7;Drivex;;A;;Tatuus F4 T -421;;;;;;;;;;;;Filippo;FIORENTINO;;;BRA;;;;;;;
16;77;Classified;17;33:10.522;+19.847;+2.724;17;1:48.055;143.7;T-Code by Amtog;;B;;Tatuus F4 T -421;;;;;;;;;;;;Andrej;PETROVIC;;;SRB;;;;;;;
17;78;Classified;17;33:10.802;+20.127;+0.280;13;1:47.286;144.7;TC Racing;;A;;Tatuus F4 T -421;;;;;;;;;;;;Alfio;SPINA;;;ITA;;;;;;;
18;17;Classified;17;33:15.492;+24.817;+4.690;8;1:47.921;143.9;Tecnicar by Amtog;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Nacho;TUÑON;;;ESP;TUN;;;;;;
19;6;Classified;17;33:16.257;+25.582;+0.765;8;1:48.065;143.7;T-Code by Amtog;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Sacha;VAN'T PAD BOSCH;;;NLD;;;;;;;
20;32;Classified;17;33:16.903;+26.228;+0.646;17;1:48.156;143.6;Tecnicar by Amtog;;B;;Tatuus F4 T -421;;;;;;;;;;;;Wiktor;DOBRZANSKI;;;POL;;;;;;;
21;71;Classified;17;33:20.570;+29.895;+3.667;7;1:48.248;143.4;GRS Team;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Daniel;DALLAKYAN;;;ARM;DALL;;;;;;
22;25;Classified;17;33:20.609;+29.934;+0.039;17;1:48.009;143.8;Monlau Motorsport;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Francisco;MONARCA;;;ARG;MOR;;;;;;
23;70;Classified;17;33:21.306;+30.631;+0.697;8;1:48.170;143.5;GRS Team;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Aleksandar;BOGUNOVIC;;;SVN;;;;;;;
24;57;Classified;17;33:23.346;+32.671;+2.040;11;1:48.434;143.2;DXR;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Kaiden;HIGGINS;;;ARE;;;;;;;
25;24;Classified;17;33:24.787;+34.112;+1.441;11;1:48.052;143.7;Rodin Motorsport;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Kyuho;LEE;;;KOR;;;;;;;
26;41;Classified;17;33:25.065;+34.390;+0.278;8;1:48.125;143.6;DXR;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Stepan;SUSLOV;;;SWE;;;;;;;
27;88;Classified;17;33:47.728;+57.053;+22.663;13;1:47.799;144.0;TC Racing;;A;;Tatuus F4 T -421;;;;;;;;;;;;Santiago;BAZTARRICA;;;ARG;;;;;;;
28;91;Classified;14;28:10.979;3 Laps;3 Laps;9;1:48.418;143.2;Monlau Motorsport;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Lorenzo;CAMPOS;;;AGO;;;;;;;
;39;Not classified;3;5:54.018;;;3;2:01.034;128.3;TC Racing;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Santino;PANETTA;;;ARG;;;;;;;
;27;Not classified;1;2:03.474;;;0;;;Monlau Motorsport;;A;;Tatuus F4 T -421;;;;;;;;;;;;Alexander;JACOBY;;;BRA;;;;;;;
;48;Not classified;0;;;;0;;;Drivex;;A;;Tatuus F4 T -421;;;;;;;;;;;;Gino;TRAPPA;;;ARG;;;;;;;
