POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
15;17;Classified;14;28:31.090;+19.224;+0.504;11;1:44.410;160.6;Tecnicar by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Nacho;TUÑON;;;ESP;TUN;;;;;;
16;5;Classified;14;28:31.383;+19.517;+0.293;12;1:44.177;160.9;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Miguel;COSTA;;;BRA;;;;;;;
17;4;Classified;14;28:32.080;+20.214;+0.697;12;1:44.027;161.2;MP Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Ean;EYCKMANS;;;BEL;;;;;;;
18;12;Classified;14;28:32.409;+20.543;+0.329;12;1:44.279;160.8;G4 Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Philippe Armand;KARRAS;;;GRC;KPA;;;;;;
19;1;Classified;14;28:32.832;+20.966;+0.423;12;1:44.359;160.6;KCL MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Hudson;SCHWARTZ;;;USA;SCW;;;;;;
20;13;Classified;14;28:33.239;+21.373;+0.407;12;1:44.357;160.7;G4 Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Jean Paul;KARRAS;;;GRC;KJP;;;;;;
21;22;Classified;14;28:33.662;+21.796;+0.423;11;1:44.229;160.8;MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Juan;COTA;;;ESP;;;;;;;
22;91;Classified;14;28:34.130;+22.264;+0.468;12;1:44.441;160.5;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Santiago;BAZTARRICA;;;;;;;;;;
23;41;Classified;14;28:35.284;+23.418;+1.154;12;1:44.771;160.0;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Stepan;SUSLOV;;;SWE;;;;;;;
24;6;Classified;14;28:36.126;+24.260;+0.842;14;1:44.656;160.2;T-Code by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleix;PIÑERA;;;ESP;;;;;;;
25;71;Classified;14;28:38.824;+26.958;+2.698;13;1:45.189;159.4;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Pablo;RICCOBONO;;;FRA;;;;;;;
26;25;Classified;14;28:40.485;+28.619;+1.661;9;1:43.852;161.4;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Miki;BLASCOS;;;ESP;BLA;;;;;;
27;32;Classified;14;28:41.517;+29.651;+1.032;13;1:45.512;158.9;Tecnicar by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Wiktor;DOBRZANSKI;;;POL;;;;;;;
28;88;Classified;14;28:44.596;+32.730;+3.079;9;1:46.050;158.1;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Rogerio;GROTTA;;;BRA;;;;;;;
29;57;Classified;14;28:45.632;+33.766;+1.036;14;1:44.638;160.2;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kaiden;HIGGINS;;;ARE;;;;;;;
30;27;Classified;14;28:48.339;+36.473;+2.707;12;1:44.551;160.4;Monlau Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Alexander;JACOBY;;;BRA;;;;;;;
31;9;Classified;10;21:25.146;4 Laps;4 Laps;8;1:44.495;160.4;MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;René;LAMMERS;;;NLD;;;;;;;
;37;Not classified;3;6:55.251;;;3;1:47.655;155.7;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Filippo;FIORENTINO;;;BRA;;;;;;;
;70;Not classified;3;6:55.534;;;3;1:47.068;156.6;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleksandar;BOGUNOVIC;;;SVN;;;;;;;
;55;Not classified;0;;;;0;;;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Emma;FELBERMAYR;;;AUT;;;;;;;
