POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
11;22;Classified;20;31:56.967;+16.330;+0.832;13;1:35.045;151.7;MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Juan;COTA;;;ESP;;;;;;;
12;13;Classified;20;31:57.780;+17.143;+0.813;9;1:35.011;151.8;G4 Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Jean Paul;KARRAS;;;GRC;KJP;;;;;;
13;19;Classified;20;32:06.381;+25.744;+8.601;4;1:35.027;151.7;Griffin Core;;;;Tatuus F4 T -421;;;;;;;;;;;;Matus;RYBA;;;SVK;;;;;;;
14;91;Classified;20;32:07.611;+26.974;+1.230;7;1:35.324;151.3;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Lorenzo;CAMPOS;;;AGO;;;;;;;
15;71;Classified;20;32:08.364;+27.727;+0.753;10;1:35.314;151.3;GRS Team;;;;Tatuus F4 T -421;;;;;;;;;;;;Yani;STEVENHEYDENS;;;BEL;STE;;;;;;
16;17;Classified;20;32:10.189;+29.552;+1.825;7;1:35.290;151.3;Tecnicar by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Nacho;TUÑON;;;ESP;TUN;;;;;;
17;2;Classified;20;32:10.524;+29.887;+0.335;11;1:35.253;151.4;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Vivek;KANTHAN;;;USA;;;;;;;
18;5;Classified;20;32:11.282;+30.645;+0.758;7;1:35.404;151.1;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Miguel;COSTA;;;BRA;;;;;;;
19;55;Classified;20;32:11.744;+31.107;+0.462;11;1:35.423;151.1;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Emma;FELBERMAYR;;;AUT;;;;;;;
20;48;Classified;20;32:16.051;+35.414;+4.307;8;1:35.089;151.6;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Gino;TRAPPA;;;ARG;;;;;;;
21;24;Classified;20;32:17.543;+36.906;+1.492;8;1:35.688;150.7;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kyuho;LEE;;;KOR;;;;;;;
22;88;Classified;20;32:19.053;+38.416;+1.510;10;1:35.648;150.7;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Rogerio;GROTTA;;;BRA;;;;;;;
23;25;Classified;20;32:20.208;+39.571;+1.155;19;1:35.667;150.7;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Miki;BLASCOS;;;ESP;BLA;;;;;;
24;39;Classified;20;32:22.700;+42.063;+2.492;6;1:35.482;151.0;TC Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Santino;PANETTA;;;ARG;;;;;;;
25;78;Classified;20;32:23.370;+42.733;+0.670;11;1:35.817;150.5;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Alfio;SPINA;;;ITA;;;;;;;
26;70;Classified;20;32:24.089;+43.452;+0.719;9;1:35.696;150.7;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleksandar;BOGUNOVIC;;;SVN;;;;;;;
27;37;Classified;20;32:24.452;+43.815;+0.363;7;1:35.267;151.3;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Filippo;FIORENTINO;;;BRA;;;;;;;
28;6;Classified;20;32:24.491;+43.854;+0.039;11;1:35.724;150.6;T-Code by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleix;PIÑERA;;;ESP;;;;;;;
29;12;Classified;20;32:33.363;+52.726;+8.872;11;1:35.419;151.1;G4 Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Philippe Armand;KARRAS;;;GRC;KPA;;;;;;
30;32;Classified;20;32:33.975;+53.338;+0.612;7;1:35.564;150.9;Tecnicar by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Wiktor;DOBRZANSKI;;;POL;;;;;;;
31;33;Classified;20;32:35.562;+54.925;+1.587;5;1:34.418;152.7;Drivex;R;;;Tatuus F4 T -421;;;;;;;;;;;;Christopher;EL FEGHALI;;;LBN;FEG;;;;;;
32;27;Classified;20;32:46.249;+1:05.612;+10.687;9;1:35.595;150.8;Monlau Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Alexander;JACOBY;;;BRA;;;;;;;
33;15;Classified;20;32:50.212;+1:09.575;+3.963;8;1:36.273;149.8;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Ricardo;BAPTISTA;;;BRA;;;;;;;
34;41;Classified;16;26:14.617;4 Laps;4 Laps;6;1:36.214;149.9;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Stepan;SUSLOV;;;SWE;;;;;;;
35;57;Classified;15;25:17.105;5 Laps;1 Lap;7;1:35.279;151.3;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kaiden;HIGGINS;;;ARE;;;;;;;
