POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
24;88;Classified;17;33:04.365;+30.297;+3.340;11;1:45.910;150.3;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Rogerio;GROTTA;;;BRA;;;;;;;
25;39;Classified;17;33:04.525;+30.457;+0.160;12;1:45.673;150.7;TC Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Santino;PANETTA;;;ARG;;;;;;;
26;6;Classified;17;33:04.673;+30.605;+0.148;11;1:45.762;150.6;T-Code by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Lewis;WHERRELL;;;GBR;;;;;;;
27;32;Classified;17;33:05.281;+31.213;+0.608;11;1:45.573;150.8;Tecnicar by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Wiktor;DOBRZANSKI;;;POL;;;;;;;
28;15;Classified;17;33:05.665;+31.597;+0.384;11;1:45.807;150.5;DXR;;;;Tatuus F4 T -421;;;;;;;;;;;;Rafaela;FERREIRA;;;BRA;;;;;;;
29;24;Classified;17;33:48.932;+1:14.864;+43.267;13;1:45.277;151.2;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kyuho;LEE;;;KOR;;;;;;;
30;37;Classified;12;24:09.548;5 Laps;5 Laps;10;1:46.095;150.1;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Filippo;FIORENTINO;;;BRA;;;;;;;
31;25;Classified;12;24:10.054;5 Laps;+0.506;12;1:45.483;151.0;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Miki;BLASCOS;;;ESP;BLA;;;;;;
;10;Not classified;0;;;;0;;;KCL MP Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Niklas;SCHAUFLER;;;AUT;SCF;;;;;;
;77;Not classified;0;;;;0;;;T-Code by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Andrej;PETROVIC;;;SRB;;;;;;;
