POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
12;39;Classified;16;32:06.891;+12.098;+1.689;15;1:47.555;155.7;TC Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Santino;PANETTA;;;ARG;;;;;;;
13;91;Classified;16;32:06.989;+12.196;+0.098;5;1:47.693;155.5;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Lorenzo;CAMPOS;;;AGO;;;;;;;
14;24;Classified;16;32:07.243;+12.450;+0.254;15;1:47.765;155.4;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kyuho;LEE;;;KOR;;;;;;;
15;25;Classified;16;32:08.130;+13.337;+0.887;5;1:47.998;155.1;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Francisco;MONARCA;;;ARG;MOR;;;;;;
16;17;Classified;16;32:09.023;+14.230;+0.893;5;1:48.395;154.5;Tecnicar by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Nacho;TUÑON;;;ESP;TUN;;;;;;
17;27;Classified;16;32:09.737;+14.944;+0.714;5;1:47.919;155.2;Monlau Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Alexander;JACOBY;;;BRA;;;;;;;
18;5;Classified;16;32:09.939;+15.146;+0.202;5;1:47.356;156.0;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Miguel;COSTA;;;BRA;;;;;;;
19;46;Classified;16;32:10.128;+15.335;+0.189;5;1:47.480;155.9;Rodin Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Nathan;TYE;;;GBR;;;;;;;
20;6;Classified;16;32:10.236;+15.443;+0.108;5;1:48.233;154.8;T-Code by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Sacha;VAN'T PAD BOSCH;;;NLD;;;;;;;
21;55;Classified;16;32:10.851;+16.058;+0.615;3;1:47.876;155.3;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Emma;FELBERMAYR;;;AUT;;;;;;;
22;88;Classified;16;32:11.248;+16.455;+0.397;5;1:48.525;154.3;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Santiago;BAZTARRICA;;;ARG;;;;;;;
23;32;Classified;16;32:11.379;+16.586;+0.131;5;1:48.415;154.5;Tecnicar by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Wiktor;DOBRZANSKI;;;POL;;;;;;;
24;70;Classified;16;32:11.393;+16.600;+0.014;16;1:48.411;154.5;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleksandar;BOGUNOVIC;;;SVN;;;;;;;
25;57;Classified;16;32:12.852;+18.059;+1.459;15;1:48.836;153.9;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kaiden;HIGGINS;;;ARE;;;;;;;
26;71;Classified;16;32:13.518;+18.725;+0.666;15;1:49.140;153.5;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Daniel;DALLAKYAN;;;ARM;DALL;;;;;;
27;78;Classified;16;32:15.975;+21.182;+2.457;5;1:47.472;155.9;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Alfio;SPINA;;;ITA;;;;;;;
28;37;Classified;14;29:25.675;2 Laps;2 Laps;5;1:47.507;155.8;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Filippo;FIORENTINO;;;BRA;;;;;;;
29;41;Classified;14;29:31.901;2 Laps;+6.226;3;1:48.987;153.7;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Stepan;SUSLOV;;;SWE;;;;;;;
;22;Not classified;8;15:30.248;;;4;1:46.850;156.8;MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Juan;COTA;;;ESP;;;;;;;
;9;Not classified;8;15:30.448;;;4;1:46.809;156.8;MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;René;LAMMERS;;;NLD;;;;;;;
;23;Not classified;7;13:40.753;;;4;1:46.677;157.0;Griffin Core;;;;Tatuus F4 T -421;;;;;;;;;;;;Jan;PRZYROWSKI;;;POL;;;;;;;
;62;Not classified;5;9:17.461;;;4;1:48.591;154.3;Monlau Motorsport;R;;;Tatuus F4 T- 421;;;;;;;;;;;;Andre;RODRIGUEZ;;;USA;;;;;;;
