POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
18;55;9;1:43.846;+0.648;+0.008;153.3;11;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Emma;FELBERMAYR;;;AUT;;;;;;;
19;13;6;1:43.873;+0.675;+0.027;153.3;6;G4 Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Jean Paul;KARRAS;;;GRC;;;;;;;
20;78;7;1:43.931;+0.733;+0.058;153.2;9;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Alfio;SPINA;;;ITA;;;;;;;
21;27;7;1:43.934;+0.736;+0.003;153.2;8;Monlau Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Alexander;JACOBY;;;BRA;;;;;;;
22;41;6;1:43.996;+0.798;+0.062;153.1;9;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Stepan;SUSLOV;;;SWE;;;;;;;
23;91;9;1:44.085;+0.887;+0.089;153.0;9;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Lorenzo;CAMPOS;;;AGO;;;;;;;
24;17;11;1:44.150;+0.952;+0.065;152.9;11;Tecnicar by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Nacho;TUÑON;;;ESP;TUN;;;;;;
25;37;7;1:44.169;+0.971;+0.019;152.9;9;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Filippo;FIORENTINO;;;BRA;;;;;;;
26;6;11;1:44.234;+1.036;+0.065;152.8;11;T-Code by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Lewis;WHERRELL;;;GBR;;;;;;;
27;12;6;1:44.261;+1.063;+0.027;152.7;9;G4 Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Philippe Armand;KARRAS;;;GRC;;;;;;;
28;5;8;1:44.266;+1.068;+0.005;152.7;8;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Miguel;COSTA;;;BRA;;;;;;;
29;70;7;1:44.267;+1.069;+0.001;152.7;8;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleksandar;BOGUNOVIC;;;SVN;;;;;;;
30;88;9;1:44.490;+1.292;+0.223;152.4;9;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Rogerio;GROTTA;;;BRA;;;;;;;
31;25;6;1:44.522;+1.324;+0.032;152.3;8;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Miki;BLASCOS;;;ESP;BLA;;;;;;
32;32;8;1:44.576;+1.378;+0.054;152.3;8;Tecnicar by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Wiktor;DOBRZANSKI;;;POL;;;;;;;
33;15;6;1:44.734;+1.536;+0.158;152.0;8;DXR;;;;Tatuus F4 T -421;;;;;;;;;;;;Rafaela;FERREIRA;;;BRA;;;;;;;
34;24;6;1:44.759;+1.561;+0.025;152.0;7;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kyuho;LEE;;;KOR;;;;;;;
