POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
11;25;Classified;19;33:26.196;+27.376;+0.438;8;1:43.886;161.4;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Miki;BLASCOS;;;ESP;BLA;;;;;;
12;48;Classified;19;33:29.480;+30.660;+3.284;4;1:43.206;162.4;Drivex;R;;;Tatuus F4 T -421;;;;;;;;;;;;Christopher;EL FEGHALI;;;LBN;FEG;;;;;;
13;55;Classified;19;33:30.387;+31.567;+0.907;6;1:44.369;160.6;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Emma;FELBERMAYR;;;AUT;;;;;;;
14;57;Classified;19;33:31.557;+32.737;+1.170;10;1:44.131;161.0;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kaiden;HIGGINS;;;ARE;;;;;;;
15;88;Classified;19;33:37.272;+38.452;+5.715;6;1:44.303;160.7;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Rogerio;GROTTA;;;BRA;;;;;;;
16;71;Classified;19;33:51.676;+52.856;+14.404;6;1:44.167;160.9;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Pablo;RICCOBONO;;;FRA;;;;;;;
17;19;Classified;19;34:17.151;+1:18.331;+25.475;14;1:42.699;163.2;Griffin Core;;;;Tatuus F4 T -421;;;;;;;;;;;;Matus;RYBA;;;SVK;;;;;;;
18;78;Classified;19;34:22.516;+1:23.696;+5.365;13;1:43.029;162.7;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Alfio;SPINA;;;ITA;;;;;;;
19;2;Classified;19;34:25.332;+1:26.512;+2.816;15;1:42.591;163.4;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Vivek;KANTHAN;;;USA;;;;;;;
20;10;Classified;19;34:25.605;+1:26.785;+0.273;16;1:42.637;163.3;KCL MP Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Niklas;SCHAUFLER;;;AUT;SCF;;;;;;
21;33;Classified;19;34:31.769;+1:32.949;+6.164;14;1:43.045;162.7;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Kirill;KUTSKOV;;;KGZ;KUT;;;;;;
22;3;Classified;19;34:38.316;+1:39.496;+6.547;16;1:42.623;163.4;MP Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Rocco;CORONEL;;;NLD;;;;;;;
23;41;Classified;18;33:03.323;1 Lap;1 Lap;13;1:43.539;161.9;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Stepan;SUSLOV;;;SWE;;;;;;;
24;70;Classified;18;33:09.077;1 Lap;+5.754;18;1:43.780;161.5;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleksandar;BOGUNOVIC;;;SVN;;;;;;;
25;6;Classified;18;33:34.209;1 Lap;+25.132;17;1:43.589;161.8;T-Code by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleix;PIÑERA;;;ESP;;;;;;;
26;27;Classified;18;33:35.113;1 Lap;+0.904;15;1:44.138;161.0;Monlau Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Alexander;JACOBY;;;BRA;;;;;;;
27;32;Classified;18;33:48.083;1 Lap;+12.970;11;1:43.813;161.5;Tecnicar by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Wiktor;DOBRZANSKI;;;POL;;;;;;;
28;13;Classified;18;33:48.408;1 Lap;+0.325;16;1:43.246;162.4;G4 Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Jean Paul;KARRAS;;;GRC;KJP;;;;;;
29;9;Classified;18;33:53.575;1 Lap;+5.167;16;1:42.926;162.9;MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;René;LAMMERS;;;NLD;;;;;;;
30;91;Classified;18;33:55.092;1 Lap;+1.517;16;1:43.480;162.0;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Santiago;BAZTARRICA;;;;;;;;;;
31;77;Classified;18;33:56.712;1 Lap;+1.620;15;1:42.708;163.2;T-Code by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Andrej;PETROVIC;;;SRB;;;;;;;
32;17;Classified;18;34:13.479;1 Lap;+16.767;16;1:43.200;162.5;Tecnicar by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Nacho;TUÑON;;;ESP;TUN;;;;;;
33;39;Classified;17;31:17.511;2 Laps;1 Lap;14;1:42.795;163.1;TC Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Santino;PANETTA;;;ARG;;;;;;;
34;11;Classified;14;34:17.416;5 Laps;3 Laps;7;1:42.454;163.6;KCL MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Reno;FRANCOT;;;NLD;;;;;;;
