POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
12;77;Classified;16;28:18.016;+18.342;+0.595;10;1:44.748;152.0;T-Code by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Andrej;PETROVIC;;;SRB;;;;;;;
13;25;Classified;16;28:22.286;+22.612;+4.270;14;1:45.275;151.2;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Miki;BLASCOS;;;ESP;BLA;;;;;;
14;57;Classified;16;28:23.343;+23.669;+1.057;3;1:45.227;151.3;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kaiden;HIGGINS;;;ARE;;;;;;;
15;78;Classified;16;28:24.202;+24.528;+0.859;6;1:45.001;151.6;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Alfio;SPINA;;;ITA;;;;;;;
16;19;Classified;16;28:24.892;+25.218;+0.690;14;1:45.224;151.3;Griffin Core;;;;Tatuus F4 T -421;;;;;;;;;;;;Matus;RYBA;;;SVK;;;;;;;
17;37;Classified;16;28:27.637;+27.963;+2.745;5;1:45.271;151.3;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Filippo;FIORENTINO;;;BRA;;;;;;;
18;27;Classified;16;28:27.838;+28.164;+0.201;5;1:45.143;151.4;Monlau Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Alexander;JACOBY;;;BRA;;;;;;;
19;91;Classified;16;28:29.195;+29.521;+1.357;5;1:45.329;151.2;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Lorenzo;CAMPOS;;;AGO;;;;;;;
20;41;Classified;16;28:31.457;+31.783;+2.262;5;1:45.310;151.2;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Stepan;SUSLOV;;;SWE;;;;;;;
21;70;Classified;16;28:31.890;+32.216;+0.433;9;1:45.714;150.6;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleksandar;BOGUNOVIC;;;SVN;;;;;;;
22;12;Classified;16;28:33.019;+33.345;+1.129;9;1:45.521;150.9;G4 Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Philippe Armand;KARRAS;;;GRC;;;;;;;
23;24;Classified;16;28:33.402;+33.728;+0.383;7;1:45.558;150.8;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kyuho;LEE;;;KOR;;;;;;;
24;39;Classified;16;28:33.808;+34.134;+0.406;5;1:45.439;151.0;TC Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Santino;PANETTA;;;ARG;;;;;;;
25;17;Classified;16;28:34.571;+34.897;+0.763;6;1:45.405;151.1;Tecnicar by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Nacho;TUÑON;;;ESP;TUN;;;;;;
26;32;Classified;16;28:37.258;+37.584;+2.687;6;1:45.508;150.9;Tecnicar by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Wiktor;DOBRZANSKI;;;POL;;;;;;;
27;15;Classified;16;28:45.155;+45.481;+7.897;10;1:45.662;150.7;DXR;;;;Tatuus F4 T -421;;;;;;;;;;;;Rafaela;FERREIRA;;;BRA;;;;;;;
28;6;Classified;16;28:45.663;+45.989;+0.508;13;1:45.593;150.8;T-Code by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Lewis;WHERRELL;;;GBR;;;;;;;
29;11;Classified;16;28:51.087;+51.413;+5.424;6;1:44.981;151.7;KCL MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Reno;FRANCOT;;;NLD;;;;;;;
30;88;Classified;16;29:18.309;+1:18.635;+27.222;6;1:45.552;150.9;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Rogerio;GROTTA;;;BRA;;;;;;;
31;55;Classified;16;29:35.043;+1:35.369;+16.734;10;1:44.975;151.7;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Emma;FELBERMAYR;;;AUT;;;;;;;
32;13;Classified;16;29:36.226;+1:36.552;+1.183;10;1:44.973;151.7;G4 Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Jean Paul;KARRAS;;;GRC;;;;;;;
;4;Not classified;6;10:37.308;;;5;1:44.565;152.3;MP Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Ean;EYCKMANS;;;BEL;;;;;;;
;5;Not started;0;;;;0;;;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Miguel;COSTA;;;BRA;;;;;;;
