POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
16;6;Classified;11;28:14.690;+13.253;+0.084;11;2:09.097;162.9;T-Code by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Sacha;VAN'T PAD BOSCH;;;NLD;;;;;;;
17;91;Classified;11;28:15.113;+13.676;+0.423;11;2:08.782;163.3;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Lorenzo;CAMPOS;;;AGO;;;;;;;
18;17;Classified;11;28:15.534;+14.097;+0.421;9;2:08.426;163.8;Tecnicar by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Nacho;TUÑON;;;ESP;TUN;;;;;;
19;57;Classified;11;28:16.323;+14.886;+0.789;8;2:08.537;163.6;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kaiden;HIGGINS;;;ARE;;;;;;;
20;88;Classified;11;28:16.608;+15.171;+0.285;9;2:09.141;162.9;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Santiago;BAZTARRICA;;;ARG;;;;;;;
21;41;Classified;11;28:16.768;+15.331;+0.160;9;2:08.538;163.6;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Stepan;SUSLOV;;;SWE;;;;;;;
22;24;Classified;11;28:17.220;+15.783;+0.452;9;2:08.123;164.1;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kyuho;LEE;;;KOR;;;;;;;
23;70;Classified;11;28:18.311;+16.874;+1.091;9;2:08.833;163.2;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleksandar;BOGUNOVIC;;;SVN;;;;;;;
24;27;Classified;11;28:18.496;+17.059;+0.185;10;2:08.275;164.0;Monlau Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Alexander;JACOBY;;;BRA;;;;;;;
25;25;Classified;11;28:18.721;+17.284;+0.225;10;2:08.435;163.7;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Francisco;MONARCA;;;ARG;MOR;;;;;;
26;55;Classified;11;28:18.875;+17.438;+0.154;10;2:08.326;163.9;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Emma;FELBERMAYR;;;AUT;;;;;;;
27;32;Classified;11;28:21.444;+20.007;+2.569;11;2:08.828;163.3;Tecnicar by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Wiktor;DOBRZANSKI;;;POL;;;;;;;
28;78;Classified;11;28:22.686;+21.249;+1.242;10;2:07.290;165.2;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Alfio;SPINA;;;ITA;;;;;;;
29;15;Classified;11;28:22.799;+21.362;+0.113;11;2:09.550;162.3;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Ricardo;BAPTISTA;;;BRA;;;;;;;
30;37;Classified;11;28:22.811;+21.374;+0.012;11;2:07.988;164.3;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Filippo;FIORENTINO;;;BRA;;;;;;;
;48;Not classified;4;10:11.702;;;2;2:10.754;160.8;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Gino;TRAPPA;;;ARG;;;;;;;
;71;Not classified;2;4:46.208;;;0;;;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Daniel;DALLAKYAN;;;ARM;DALL;;;;;;
;81;Not classified;1;2:16.134;;;0;;;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Noah;MONTEIRO;;;PRT;MOT;;;;;;
