POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
12;24;Classified;16;34:45.722;+32.300;+0.694;13;2:08.636;163.5;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kyuho;LEE;;;KOR;;;;;;;
13;37;Classified;16;34:45.969;+32.547;+0.247;7;2:08.415;163.8;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Filippo;FIORENTINO;;;BRA;;;;;;;
14;27;Classified;16;34:48.131;+34.709;+2.162;10;2:08.948;163.1;Monlau Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Alexander;JACOBY;;;BRA;;;;;;;
15;9;Classified;16;34:48.356;+34.934;+0.225;9;2:08.079;164.2;MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;René;LAMMERS;;;NLD;;;;;;;
16;6;Classified;16;34:49.585;+36.163;+1.229;8;2:09.193;162.8;T-Code by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Sacha;VAN'T PAD BOSCH;;;NLD;;;;;;;
17;17;Classified;16;34:50.278;+36.856;+0.693;7;2:08.631;163.5;Tecnicar by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Nacho;TUÑON;;;ESP;TUN;;;;;;
18;25;Classified;16;34:50.880;+37.458;+0.602;11;2:08.928;163.1;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Francisco;MONARCA;;;ARG;MOR;;;;;;
19;55;Classified;16;34:51.402;+37.980;+0.522;14;2:08.920;163.1;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Emma;FELBERMAYR;;;AUT;;;;;;;
20;19;Classified;16;34:52.269;+38.847;+0.867;5;2:07.747;164.6;Griffin Core;;;;Tatuus F4 T -421;;;;;;;;;;;;Matus;RYBA;;;SVK;;;;;;;
21;70;Classified;16;34:52.975;+39.553;+0.706;14;2:09.250;162.7;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleksandar;BOGUNOVIC;;;SVN;;;;;;;
22;57;Classified;16;34:55.119;+41.697;+2.144;12;2:09.350;162.6;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kaiden;HIGGINS;;;ARE;;;;;;;
23;88;Classified;16;34:56.547;+43.125;+1.428;10;2:09.550;162.3;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Santiago;BAZTARRICA;;;ARG;;;;;;;
24;32;Classified;16;34:59.222;+45.800;+2.675;16;2:09.476;162.4;Tecnicar by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Wiktor;DOBRZANSKI;;;POL;;;;;;;
25;15;Classified;16;34:59.942;+46.520;+0.720;16;2:09.224;162.7;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Ricardo;BAPTISTA;;;BRA;;;;;;;
26;33;Classified;16;35:02.466;+49.044;+2.524;10;2:08.383;163.8;Drivex;R;;;Tatuus F4 T -421;;;;;;;;;;;;Christopher;EL FEGHALI;;;LBN;FEG;;;;;;
27;5;Classified;16;35:15.477;+1:02.055;+13.011;8;2:07.864;164.5;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Miguel;COSTA;;;BRA;;;;;;;
28;48;Classified;16;35:28.440;+1:15.018;+12.963;16;2:08.733;163.4;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Gino;TRAPPA;;;ARG;;;;;;;
29;41;Classified;16;35:36.361;+1:22.939;+7.921;7;2:09.323;162.6;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Stepan;SUSLOV;;;SWE;;;;;;;
30;91;Classified;16;35:41.802;+1:28.380;+5.441;14;2:08.885;163.2;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Lorenzo;CAMPOS;;;AGO;;;;;;;
31;77;Classified;16;35:45.858;+1:32.436;+4.056;10;2:08.327;163.9;T-Code by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Andrej;PETROVIC;;;SRB;;;;;;;
32;71;Classified;11;24:13.357;5 Laps;5 Laps;7;2:09.980;161.8;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Daniel;DALLAKYAN;;;ARM;DALL;;;;;;
;23;Not classified;5;10:55.607;;;4;2:07.988;164.3;Griffin Core;;;;Tatuus F4 T -421;;;;;;;;;;;;Jan;PRZYROWSKI;;;POL;;;;;;;
