POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
11;39;Classified;16;33:45.081;+16.747;+5.260;9;2:00.149;160.1;TC Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Santino;PANETTA;;;ARG;;;;;;;
12;4;Classified;16;33:45.651;+17.317;+0.570;8;1:58.853;161.9;MP Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Ean;EYCKMANS;;;BEL;;;;;;;
13;11;Classified;16;33:47.381;+19.047;+1.730;15;1:59.555;160.9;KCL MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Reno;FRANCOT;;;NLD;;;;;;;
14;15;Classified;16;33:47.874;+19.540;+0.493;14;2:00.742;159.3;DXR;;;;Tatuus F4 T -421;;;;;;;;;;;;Edward;ROBINSON;;;ESP;ROB;;;;;;
15;33;Classified;16;33:49.753;+21.419;+1.879;15;1:59.532;160.9;Drivex;R;;;Tatuus F4 T -421;;;;;;;;;;;;Christopher;EL FEGHALI;;;LBN;FEG;;;;;;
16;5;Classified;16;33:50.484;+22.150;+0.731;8;1:59.332;161.2;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Miguel;COSTA;;;BRA;;;;;;;
17;17;Classified;16;33:50.501;+22.167;+0.017;15;1:59.768;160.6;Tecnicar by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Nacho;TUÑON;;;ESP;TUN;;;;;;
18;41;Classified;16;33:53.474;+25.140;+2.973;16;2:00.177;160.1;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Stepan;SUSLOV;;;SWE;;;;;;;
19;48;Classified;16;33:54.606;+26.272;+1.132;9;2:00.002;160.3;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Gino;TRAPPA;;;ARG;;;;;;;
20;81;Classified;16;33:54.609;+26.275;+0.003;16;1:58.474;162.4;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Noah;MONTEIRO;;;PRT;MOT;;;;;;
21;19;Classified;16;33:55.378;+27.044;+0.769;15;1:59.905;160.4;Griffin Core;;;;Tatuus F4 T -421;;;;;;;;;;;;Matus;RYBA;;;SVK;;;;;;;
22;70;Classified;16;33:55.956;+27.622;+0.578;15;2:01.248;158.7;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleksandar;BOGUNOVIC;;;SVN;;;;;;;
23;23;Classified;16;33:55.970;+27.636;+0.014;9;1:59.062;161.6;Griffin Core;;;;Tatuus F4 T -421;;;;;;;;;;;;Jan;PRZYROWSKI;;;POL;;;;;;;
24;24;Classified;16;33:59.235;+30.901;+3.265;15;2:00.652;159.5;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kyuho;LEE;;;KOR;;;;;;;
25;55;Classified;16;33:59.352;+31.018;+0.117;15;2:00.533;159.6;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Emma;FELBERMAYR;;;AUT;;;;;;;
26;91;Classified;16;34:01.921;+33.587;+2.569;15;1:59.616;160.8;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Lorenzo;CAMPOS;;;AGO;;;;;;;
27;32;Classified;16;34:06.091;+37.757;+4.170;9;2:00.172;160.1;Tecnicar by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Wiktor;DOBRZANSKI;;;POL;;;;;;;
28;14;Classified;16;34:12.186;+43.852;+6.095;16;2:00.722;159.4;Saintéloc Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Jean Paul;KARRAS;;;GRC;KAJ;;;;;;
29;37;Classified;16;34:15.091;+46.757;+2.905;16;2:00.558;159.6;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Filippo;FIORENTINO;;;BRA;;;;;;;
30;57;Classified;16;34:20.484;+52.150;+5.393;16;2:00.631;159.5;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Artem;SEVERIUKHIN;;;KGZ;;;;;;;
31;8;Classified;16;34:25.429;+57.095;+4.945;16;2:01.096;158.9;Saintéloc Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Philippe Armand;KARRAS;;;GRC;KAP;;;;;;
32;78;Classified;16;34:27.047;+58.713;+1.618;16;1:59.478;161.0;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Alfio;SPINA;;;ITA;;;;;;;
33;27;Classified;16;34:32.775;+1:04.441;+5.728;15;1:59.789;160.6;Monlau Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Alexander;JACOBY;;;BRA;;;;;;;
34;71;Classified;16;34:48.332;+1:19.998;+15.557;9;2:00.914;159.1;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Daniel;DALLAKYAN;;;ARM;DALL;;;;;;
35;80;Classified;11;24:04.025;5 Laps;5 Laps;6;2:00.652;159.5;Saintéloc Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Alex;POWELL;;;USA;;;;;;;
;6;Not classified;9;18:16.011;;;8;1:59.549;160.9;T-Code by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Sacha;VAN'T PAD BOSCH;;;NLD;;;;;;;
