POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
26;12;16;1:34.752;+1.071;+0.028;152.2;21;G4 Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Philippe Armand;KARRAS;;;GRC;KPA;;;;;;
27;70;17;1:34.810;+1.129;+0.058;152.1;20;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleksandar;BOGUNOVIC;;;SVN;;;;;;;
28;41;13;1:34.946;+1.265;+0.136;151.9;18;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Stepan;SUSLOV;;;SWE;;;;;;;
29;6;17;1:34.968;+1.287;+0.022;151.8;21;T-Code by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleix;PIÑERA;;;ESP;;;;;;;
30;57;13;1:34.972;+1.291;+0.004;151.8;19;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kaiden;HIGGINS;;;ARE;;;;;;;
31;55;18;1:35.009;+1.328;+0.037;151.8;20;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Emma;FELBERMAYR;;;AUT;;;;;;;
32;32;16;1:35.051;+1.370;+0.042;151.7;21;Tecnicar by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Wiktor;DOBRZANSKI;;;POL;;;;;;;
33;88;16;1:35.063;+1.382;+0.012;151.7;20;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Rogerio;GROTTA;;;BRA;;;;;;;
34;24;16;1:35.461;+1.780;+0.398;151.0;16;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kyuho;LEE;;;KOR;;;;;;;
35;15;14;1:35.493;+1.812;+0.032;151.0;20;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Ricardo;BAPTISTA;;;BRA;;;;;;;
