POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
14;2;11;1:43.026;+0.893;+0.010;162.7;13;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Vivek;KANTHAN;;;USA;;;;;;;
15;77;12;1:43.035;+0.902;+0.009;162.7;14;T-Code by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Andrej;PETROVIC;;;SRB;;;;;;;
16;22;13;1:43.048;+0.915;+0.013;162.7;15;MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Juan;COTA;;;ESP;;;;;;;
17;1;12;1:43.075;+0.942;+0.027;162.7;15;KCL MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Hudson;SCHWARTZ;;;USA;SCW;;;;;;
18;6;14;1:43.144;+1.011;+0.069;162.5;14;T-Code by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleix;PIÑERA;;;ESP;;;;;;;
19;33;9;1:43.174;+1.041;+0.030;162.5;12;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Kirill;KUTSKOV;;;KGZ;KUT;;;;;;
20;25;13;1:43.299;+1.166;+0.125;162.3;14;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Miki;BLASCOS;;;ESP;BLA;;;;;;
21;55;13;1:43.322;+1.189;+0.023;162.3;15;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Emma;FELBERMAYR;;;AUT;;;;;;;
22;78;12;1:43.377;+1.244;+0.055;162.2;14;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Alfio;SPINA;;;ITA;;;;;;;
23;39;12;1:43.386;+1.253;+0.009;162.2;15;TC Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Santino;PANETTA;;;ARG;;;;;;;
24;32;11;1:43.407;+1.274;+0.021;162.1;14;Tecnicar by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Wiktor;DOBRZANSKI;;;POL;;;;;;;
25;10;9;1:43.415;+1.282;+0.008;162.1;13;KCL MP Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Niklas;SCHAUFLER;;;AUT;SCF;;;;;;
26;70;10;1:43.475;+1.342;+0.060;162.0;13;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleksandar;BOGUNOVIC;;;SVN;;;;;;;
27;91;9;1:43.721;+1.588;+0.246;161.6;11;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Santiago;BAZTARRICA;;;;;;;;;;
28;9;11;1:43.774;+1.641;+0.053;161.6;13;MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;René;LAMMERS;;;NLD;;;;;;;
29;57;11;1:43.775;+1.642;+0.001;161.6;12;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kaiden;HIGGINS;;;ARE;;;;;;;
30;41;9;1:43.845;+1.712;+0.070;161.4;13;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Stepan;SUSLOV;;;SWE;;;;;;;
31;27;11;1:43.885;+1.752;+0.040;161.4;13;Monlau Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Alexander;JACOBY;;;BRA;;;;;;;
32;17;14;1:43.891;+1.758;+0.006;161.4;14;Tecnicar by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Nacho;TUÑON;;;ESP;TUN;;;;;;
33;88;12;1:44.115;+1.982;+0.224;161.0;12;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Rogerio;GROTTA;;;BRA;;;;;;;
34;71;10;1:44.352;+2.219;+0.237;160.7;13;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Pablo;RICCOBONO;;;FRA;;;;;;;
